KAPACITA_CISLOKNIH;KAPACITA_LOKACE_SHORT;KAPACITA_PTR_TXDESK;KAPACITA_DESKRIPTOR;KAPACITA_OCH;KAPACITA_ROZLIS_VEK;KAPACITA_PLAN;KAPACITA_stav;KAPACITA_DATUM
89;JIR-LITDE;2017753;PRINCEZNA (piktogram);;2;5;0;14.04.2025 21:47
89;JIR-LITDE;28081993;komiksy;;1;150;86;14.04.2025 21:47
89;JIR-LITDE;28081993;komiksy;;2;25;7;14.04.2025 21:47
25;VIK-LITDE;0;;P;2;5;0;14.04.2025 21:45
47;ZME-KOMDE;28081993;komiksy;;1;50;77;14.04.2025 21:46
89;JIR-LITDE;0;ost.cizi;J;0;40;79;14.04.2025 21:47
89;JIR-LITDE;0;;C;1;80;70;14.04.2025 21:47
89;JIR-LITDE;0;;C;2;1;14;14.04.2025 21:47
89;JIR-LITDE;0;;D;1;95;158;14.04.2025 21:47
89;JIR-LITDE;0;;D;2;1;11;14.04.2025 21:47
89;JIR-LITDE;0;;E;1;25;32;14.04.2025 21:47
13;HLO-LITDE;0;;N;2;5;5;14.04.2025 21:45
89;JIR-LITDE;0;;E;2;1;5;14.04.2025 21:47
87;RAJ-LITDO;0;;L;0;200;342;14.04.2025 21:47
89;JIR-LITDE;0;ost.naucna;;1;30;12;14.04.2025 21:47
89;JIR-LITDE;0;ost.naucna;;2;1;5;14.04.2025 21:47
89;JIR-LITDE;0;;K;1;230;330;14.04.2025 21:47
87;RAJ-LITDO;0;;N;0;90;129;14.04.2025 21:47
89;JIR-LITDE;0;;K;2;1;34;14.04.2025 21:47
89;JIR-LITDE;0;;L;1;30;48;14.04.2025 21:47
89;JIR-LITDE;0;;L;2;1;5;14.04.2025 21:47
89;JIR-LITDE;0;;N;1;70;50;14.04.2025 21:47
89;JIR-LITDE;0;;N;2;1;19;14.04.2025 21:47
89;JIR-LITDE;0;;P;1;40;40;14.04.2025 21:47
89;JIR-LITDE;0;;P;2;1;1;14.04.2025 21:47
89;JIR-LITDE;0;;R;1;80;63;14.04.2025 21:47
89;JIR-LITDE;0;;R;2;1;4;14.04.2025 21:47
89;JIR-LITDE;0;;S;1;30;42;14.04.2025 21:47
89;JIR-LITDE;0;;S;2;1;5;14.04.2025 21:47
47;ZME-LITML;0;;A1;1;20;44;14.04.2025 21:46
51;DIT-LITDE;0;;Z;1;40;19;14.04.2025 21:46
89;JIR-LITDE;0;;T;1;30;49;14.04.2025 21:47
89;JIR-LITDE;0;;T;2;1;1;14.04.2025 21:47
89;JIR-LITDE;0;;U;1;60;39;14.04.2025 21:47
89;JIR-LITDE;0;;U;2;1;5;14.04.2025 21:47
89;JIR-LITDE;0;;V;1;30;35;14.04.2025 21:47
89;JIR-LITDE;0;;V;2;1;7;14.04.2025 21:47
89;JIR-LITDE;0;;X;1;25;7;14.04.2025 21:47
89;JIR-LITDE;0;;X;2;1;1;14.04.2025 21:47
89;JIR-LITDE;0;;Y;1;30;45;14.04.2025 21:47
87;RAJ-LITDO;0;;O;0;55;72;14.04.2025 21:47
89;JIR-LITDE;0;;Y;2;1;7;14.04.2025 21:47
89;JIR-LITDE;0;;Z;1;30;34;14.04.2025 21:47
89;JIR-LITDE;0;;Z;2;1;6;14.04.2025 21:47
89;JIR-NAUDO;0;;B1;0;55;41;14.04.2025 21:47
87;RAJ-LITDO;0;;P;0;180;223;14.04.2025 21:47
87;RAJ-LITDO;0;;R;0;50;84;14.04.2025 21:47
87;RAJ-LITDO;0;;S;0;30;74;14.04.2025 21:47
87;RAJ-LITDO;0;;T;0;60;65;14.04.2025 21:47
89;JIR-NAUDO;0;;C;0;470;431;14.04.2025 21:47
89;JIR-NAUDO;0;;D;0;600;826;14.04.2025 21:47
89;JIR-NAUDO;0;;E;0;500;477;14.04.2025 21:47
89;JIR-NAUDO;0;;G;0;265;359;14.04.2025 21:47
89;JIR-NAUDO;0;;K;0;390;376;14.04.2025 21:47
89;JIR-NAUDO;0;;L;0;400;476;14.04.2025 21:47
89;JIR-NAUDO;0;;N;0;200;201;14.04.2025 21:47
89;JIR-NAUDO;0;;O;0;65;58;14.04.2025 21:47
89;JIR-NAUDO;0;;P;0;350;369;14.04.2025 21:47
89;JIR-NAUDO;0;;R;0;130;143;14.04.2025 21:47
27;MOD-NAUDE;0;;U;1;60;27;14.04.2025 21:45
47;ZME-LITML;0;;A1;2;10;68;14.04.2025 21:46
89;JIR-NAUDO;0;;S;0;270;311;14.04.2025 21:47
89;JIR-NAUDO;0;;T;0;110;74;14.04.2025 21:47
89;JIR-NAUDO;0;;V;0;100;102;14.04.2025 21:47
89;JIR-NAUDO;0;;W;0;90;80;14.04.2025 21:47
89;JIR-NAUDO;0;;X;0;125;113;14.04.2025 21:47
89;JIR-NAUDO;0;;Y;0;140;166;14.04.2025 21:47
89;JIR-NAUDO;0;;Z;0;130;174;14.04.2025 21:47
61;MAL-LITML;0;;S;2;1;2;14.04.2025 21:46
13;HLO-LITDE;0;;P;1;15;13;14.04.2025 21:45
87;RAJ-LITDO;0;;U;0;5;0;14.04.2025 21:47
87;RAJ-LITDO;0;;V;0;30;43;14.04.2025 21:47
87;RAJ-LITDO;0;;W;0;60;74;14.04.2025 21:47
87;RAJ-LITDO;0;;X;0;40;66;14.04.2025 21:47
87;RAJ-LITDO;0;;Y;0;70;113;14.04.2025 21:47
87;RAJ-LITDO;0;;Z;0;90;114;14.04.2025 21:47
87;RAJ-KOMDO;28081993;komiksy;;0;155;172;14.04.2025 21:47
61;MAL-LITML;0;;T;1;20;5;14.04.2025 21:46
61;MAL-LITML;0;;T;2;1;0;14.04.2025 21:46
61;MAL-LITML;0;;U;1;10;9;14.04.2025 21:46
61;MAL-LITML;0;;U;2;1;0;14.04.2025 21:46
61;MAL-LITML;0;;V;1;1;2;14.04.2025 21:46
61;MAL-LITML;0;;V;2;1;1;14.04.2025 21:46
61;MAL-LITML;0;;X;1;1;2;14.04.2025 21:46
61;MAL-LITML;0;;X;2;1;1;14.04.2025 21:46
61;MAL-LITML;0;;Y;1;15;24;14.04.2025 21:46
61;MAL-LITML;0;;Y;2;1;11;14.04.2025 21:46
61;MAL-LITML;0;;Z;1;1;2;14.04.2025 21:46
61;MAL-LITML;0;;Z;2;1;1;14.04.2025 21:46
51;DIT-LITDE;0;;Z;2;10;16;14.04.2025 21:46
61;MAL-NAUDO;0;;C;0;200;156;14.04.2025 21:46
61;MAL-NAUDO;0;;D;0;220;428;14.04.2025 21:46
61;MAL-NAUDO;0;;E;0;180;300;14.04.2025 21:46
61;MAL-NAUDO;0;;G;0;190;258;14.04.2025 21:46
61;MAL-NAUDO;0;;K;0;130;164;14.04.2025 21:46
61;MAL-NAUDO;0;;L;0;130;365;14.04.2025 21:46
61;MAL-NAUDO;0;;N;0;90;179;14.04.2025 21:46
61;MAL-NAUDO;0;;O;0;20;25;14.04.2025 21:46
13;HLO-LITDE;0;;P;2;1;0;14.04.2025 21:45
61;MAL-NAUDO;0;;P;0;140;190;14.04.2025 21:46
61;MAL-NAUDO;0;;R;0;50;74;14.04.2025 21:46
61;MAL-NAUDO;0;;S;0;70;147;14.04.2025 21:46
61;MAL-NAUDO;0;;T;0;35;79;14.04.2025 21:46
61;MAL-NAUDO;0;;U;0;20;1;14.04.2025 21:46
87;RAJ-LITDE;0;;A1;1;40;97;14.04.2025 21:47
87;RAJ-LITDE;0;;A2;0;140;199;14.04.2025 21:47
61;MAL-NAUDO;0;;V;0;10;20;14.04.2025 21:46
61;MAL-NAUDO;0;;W;0;35;57;14.04.2025 21:46
61;MAL-NAUDO;0;;X;0;30;71;14.04.2025 21:46
61;MAL-NAUDO;0;;Y;0;60;68;14.04.2025 21:46
61;MAL-NAUDO;0;;Z;0;70;95;14.04.2025 21:46
62;BAR-BELDE;0;;A1;1;70;44;14.04.2025 21:46
62;BAR-BELDE;0;;A1;2;20;21;14.04.2025 21:46
62;BAR-BELDE;0;;A2;1;350;375;14.04.2025 21:46
62;BAR-BELDE;0;;A3;1;850;892;14.04.2025 21:46
62;BAR-BELDE;0;;A4;0;325;640;14.04.2025 21:46
62;BAR-BELDE;2017759;E.T. (piktogram);;1;30;34;14.04.2025 21:46
47;ZME-LITML;0;;A4;1;350;495;14.04.2025 21:46
47;ZME-LITML;2017759;E.T. (piktogram);A1;0;4;1;14.04.2025 21:46
62;BAR-BELDE;2017759;E.T. (piktogram);;2;1;0;14.04.2025 21:46
62;BAR-BELDE;2017760;MÁG (piktogram);;1;123;189;14.04.2025 21:46
62;BAR-BELDE;2017760;MÁG (piktogram);;2;1;0;14.04.2025 21:46
62;BAR-BELDE;0;;J1;1;10;6;14.04.2025 21:46
62;BAR-BELDE;0;;J2;1;10;3;14.04.2025 21:46
62;BAR-BELDE;0;;J3;1;20;24;14.04.2025 21:46
62;BAR-BELDE;0;;J4;1;84;47;14.04.2025 21:46
62;BAR-BELDE;0;ost.cizi;;1;1;4;14.04.2025 21:46
62;BAR-BELDE;0;;J1;2;1;0;14.04.2025 21:46
62;BAR-BELDE;0;;J2;2;1;0;14.04.2025 21:46
62;BAR-BELDE;0;;J3;2;1;3;14.04.2025 21:46
62;BAR-BELDE;0;;J4;2;1;1;14.04.2025 21:46
62;BAR-BELDE;0;ost.cizi;;2;1;0;14.04.2025 21:46
87;RAJ-LITDE;0;;A3;0;450;735;14.04.2025 21:47
87;RAJ-LITDE;0;;A4;2;290;0;14.04.2025 21:47
87;RAJ-LITDE;2017761;DÍVKA (piktogram);;2;40;58;14.04.2025 21:47
87;RAJ-LITDE;2017761;DÍVKA (piktogram);;1;50;104;14.04.2025 21:47
62;BAR-BELDE;0;poezie deti;;1;130;159;14.04.2025 21:46
62;BAR-BELDE;0;;B2;2;5;3;14.04.2025 21:46
62;BAR-BELDE;2017761;DÍVKA (piktogram);;1;90;91;14.04.2025 21:46
62;BAR-BELDE;2017761;DÍVKA (piktogram);;2;10;1;14.04.2025 21:46
62;BAR-BELDE;2017753;PRINCEZNA (piktogram);;0;150;129;14.04.2025 21:46
62;BAR-BELDO;0;;A1;0;2055;2755;14.04.2025 21:46
62;BAR-BELDO;2017756;PISTOLE (piktogram);A1;0;650;749;14.04.2025 21:46
47;ZME-LITML;2017759;E.T. (piktogram);A4;0;6;17;14.04.2025 21:46
62;BAR-BELDO;2017759;E.T. (piktogram);A1;0;95;117;14.04.2025 21:46
62;BAR-BELDO;2017760;MÁG (piktogram);A1;0;110;128;14.04.2025 21:46
62;BAR-BELDO;0;;J4;0;90;123;14.04.2025 21:46
62;BAR-BELDO;0;ost.cizi;;0;40;78;14.04.2025 21:46
62;BAR-BELDO;0;;B1;0;25;41;14.04.2025 21:46
62;BAR-BELDO;0;;B2;0;240;265;14.04.2025 21:46
62;BAR-KOMDE;28081993;komiksy;;1;100;114;14.04.2025 21:46
62;BAR-KOMDO;28081993;komiksy;;2;100;174;14.04.2025 21:46
62;BAR-NAUDE;0;;C;1;45;67;14.04.2025 21:46
62;BAR-NAUDE;0;;C;2;5;6;14.04.2025 21:46
62;BAR-NAUDE;0;;D;1;85;128;14.04.2025 21:46
62;BAR-NAUDE;0;;D;2;5;10;14.04.2025 21:46
62;BAR-NAUDE;0;;E;1;35;53;14.04.2025 21:46
62;BAR-NAUDE;0;;E;2;5;2;14.04.2025 21:46
62;BAR-NAUDE;0;;K;1;230;317;14.04.2025 21:46
62;BAR-NAUDE;0;;K;2;10;16;14.04.2025 21:46
62;BAR-NAUDE;0;;L;1;30;31;14.04.2025 21:46
62;BAR-NAUDE;0;;L;2;5;3;14.04.2025 21:46
62;BAR-NAUDE;0;;N;1;35;54;14.04.2025 21:46
87;RAJ-LITDE;0;;J1-J5;1;50;0;14.04.2025 21:47
62;BAR-NAUDE;0;;N;2;5;11;14.04.2025 21:46
62;BAR-NAUDE;0;;P;1;35;35;14.04.2025 21:46
62;BAR-NAUDE;0;;P;2;5;5;14.04.2025 21:46
62;BAR-NAUDE;0;;R;1;35;44;14.04.2025 21:46
47;ZME-LITML;2017760;MÁG (piktogram);A1;0;10;12;14.04.2025 21:46
47;ZME-LITML;2017760;MÁG (piktogram);A4;0;50;104;14.04.2025 21:46
62;BAR-NAUDE;0;;R;2;5;2;14.04.2025 21:46
62;BAR-NAUDE;0;;S;1;15;38;14.04.2025 21:46
62;BAR-NAUDE;0;;S;2;5;7;14.04.2025 21:46
62;BAR-NAUDE;0;;T;1;35;26;14.04.2025 21:46
62;BAR-NAUDE;0;;T;2;5;0;14.04.2025 21:46
62;BAR-NAUDE;0;;U;1;24;32;14.04.2025 21:46
62;BAR-NAUDE;0;;U;2;1;0;14.04.2025 21:46
62;BAR-NAUDE;0;;V;1;35;51;14.04.2025 21:46
62;BAR-NAUDE;0;;V;2;5;9;14.04.2025 21:46
62;BAR-NAUDE;0;;X;1;15;4;14.04.2025 21:46
62;BAR-NAUDE;0;;X;2;5;0;14.04.2025 21:46
62;BAR-NAUDE;0;;Y;1;35;53;14.04.2025 21:46
62;BAR-NAUDE;0;;Y;2;5;10;14.04.2025 21:46
62;BAR-NAUDE;0;;Z;1;35;36;14.04.2025 21:46
62;BAR-NAUDE;0;;Z;2;5;9;14.04.2025 21:46
62;BAR-NAUDE;0;ost.naucna;;1;20;15;14.04.2025 21:46
62;BAR-NAUDO;0;;C;0;250;381;14.04.2025 21:46
62;BAR-NAUDO;0;;D;0;350;444;14.04.2025 21:46
62;BAR-NAUDO;0;;E;0;170;164;14.04.2025 21:46
62;BAR-NAUDO;0;;G;0;335;435;14.04.2025 21:46
62;BAR-NAUDO;0;;K;0;180;226;14.04.2025 21:46
62;BAR-NAUDO;0;;L;0;340;462;14.04.2025 21:46
62;BAR-NAUDO;0;;N;0;215;221;14.04.2025 21:46
62;BAR-NAUDO;0;;O;0;30;48;14.04.2025 21:46
62;BAR-NAUDO;0;;P;0;170;211;14.04.2025 21:46
62;BAR-NAUDO;0;;R;0;60;99;14.04.2025 21:46
62;BAR-NAUDO;0;;S;0;140;200;14.04.2025 21:46
15;HUS-BELDO;2017756;PISTOLE (piktogram);;1;20;52;14.04.2025 21:45
15;HUS-BELDO;2017756;PISTOLE (piktogram);;2;5;3;14.04.2025 21:45
47;ZME-NAUDO;0;;C;0;170;240;14.04.2025 21:46
62;BAR-NAUDO;0;;T;0;60;68;14.04.2025 21:46
62;BAR-NAUDO;0;;U;0;5;0;14.04.2025 21:46
62;BAR-NAUDO;0;;V;0;30;33;14.04.2025 21:46
62;BAR-NAUDO;0;;W;0;100;130;14.04.2025 21:46
62;BAR-NAUDO;0;;X;0;70;100;14.04.2025 21:46
62;BAR-NAUDO;0;;Y;0;55;74;14.04.2025 21:46
62;BAR-NAUDO;0;;Z;0;170;216;14.04.2025 21:46
87;RAJ-LITDE;0;;B2;0;5;1;14.04.2025 21:47
87;RAJ-LITDE;0;poezie deti;;1;70;112;14.04.2025 21:47
87;RAJ-LITDE;0;;C;1;34;12;14.04.2025 21:47
87;RAJ-LITDE;0;;C;2;1;4;14.04.2025 21:47
87;RAJ-LITDE;0;;D;1;49;60;14.04.2025 21:47
87;RAJ-LITDE;0;;D;2;1;5;14.04.2025 21:47
87;RAJ-LITDE;0;;E;1;18;8;14.04.2025 21:47
87;RAJ-LITDE;0;;E;2;2;1;14.04.2025 21:47
87;RAJ-LITDE;0;ost.naucna;;1;25;16;14.04.2025 21:47
87;RAJ-LITDE;0;;K;1;110;151;14.04.2025 21:47
87;RAJ-LITDE;0;;K;2;10;13;14.04.2025 21:47
87;RAJ-LITDE;0;;L;1;39;29;14.04.2025 21:47
87;RAJ-LITDE;0;;L;2;1;0;14.04.2025 21:47
87;RAJ-LITDE;0;;N;1;40;23;14.04.2025 21:47
87;RAJ-LITDE;0;;N;2;5;4;14.04.2025 21:47
87;RAJ-LITDE;0;;P;1;9;14;14.04.2025 21:47
87;RAJ-LITDE;0;;P;2;1;0;14.04.2025 21:47
87;RAJ-LITDE;0;;R;1;19;29;14.04.2025 21:47
87;RAJ-LITDE;0;;R;2;1;1;14.04.2025 21:47
87;RAJ-LITDE;0;;S;1;24;27;14.04.2025 21:47
47;ZME-NAUDO;0;;D;0;320;545;14.04.2025 21:46
47;ZME-NAUDO;0;;E;0;330;250;14.04.2025 21:46
87;RAJ-LITDE;0;;S;2;1;1;14.04.2025 21:47
87;RAJ-LITDE;0;;T;1;9;21;14.04.2025 21:47
87;RAJ-LITDE;0;;T;2;1;1;14.04.2025 21:47
87;RAJ-LITDE;0;;U;1;9;1;14.04.2025 21:47
87;RAJ-LITDE;0;;U;2;1;0;14.04.2025 21:47
87;RAJ-LITDE;0;;V;1;18;48;14.04.2025 21:47
87;RAJ-LITDE;0;;V;2;2;12;14.04.2025 21:47
87;RAJ-LITDE;0;;Y;1;38;42;14.04.2025 21:47
87;RAJ-LITDE;0;;Y;2;2;9;14.04.2025 21:47
87;RAJ-LITDE;0;;Z;1;19;8;14.04.2025 21:47
87;RAJ-LITDE;0;;Z;2;1;3;14.04.2025 21:47
87;RAJ-LITDE;2000088;leporela;;1;100;82;14.04.2025 21:47
87;RAJ-KOMDE;28081993;komiksy;;1;80;105;14.04.2025 21:47
87;RAJ-KOMDE;28081993;komiksy;;2;10;10;14.04.2025 21:47
39;LET-KOMIKS;28081993;komiksy;;2;60;56;14.04.2025 21:46
47;ZME-NAUDO;0;;G;0;260;352;14.04.2025 21:46
39;LET-LITDE;2000088;leporela;;1;110;110;14.04.2025 21:46
39;LET-LITDE;0;;C;1;55;56;14.04.2025 21:46
39;LET-LITDE;0;;D;1;60;98;14.04.2025 21:46
39;LET-LITDE;0;;E;1;50;35;14.04.2025 21:46
39;LET-LITDE;0;;K;1;130;211;14.04.2025 21:46
39;LET-LITDE;0;;L;1;45;46;14.04.2025 21:46
39;LET-LITDE;0;;N;1;50;49;14.04.2025 21:46
39;LET-LITDE;0;;P;1;20;18;14.04.2025 21:46
39;LET-LITDE;0;;R;1;25;26;14.04.2025 21:46
89;JIR-LITDE;0;;A2-A;1;100;132;14.04.2025 21:47
39;LET-LITDE;0;;S;1;25;32;14.04.2025 21:46
39;LET-LITDE;0;;T;1;30;47;14.04.2025 21:46
39;LET-LITDE;0;;U;1;25;18;14.04.2025 21:46
39;LET-LITDE;0;;V;1;25;20;14.04.2025 21:46
39;LET-LITDE;0;;X;1;10;9;14.04.2025 21:46
39;LET-LITDE;0;;Y;1;40;59;14.04.2025 21:46
39;LET-LITDE;0;;Z;1;40;32;14.04.2025 21:46
47;ZME-NAUDO;0;;K;0;190;162;14.04.2025 21:46
47;ZME-NAUDO;0;;L;0;340;355;14.04.2025 21:46
39;LET-LITDE;0;ost.naucna;;1;20;23;14.04.2025 21:46
39;LET-LITDO;0;;A1;0;50;74;14.04.2025 21:46
39;LET-LITDO;0;;B2;2;5;0;14.04.2025 21:46
39;LET-LITDO;0;ost.naucna;;2;5;0;14.04.2025 21:46
39;LET-LITDO;0;;C;2;2;0;14.04.2025 21:46
39;LET-LITDO;0;;D;2;2;0;14.04.2025 21:46
39;LET-LITDO;0;;E;2;1;3;14.04.2025 21:46
39;LET-LITDO;0;;K;2;2;1;14.04.2025 21:46
39;LET-LITDO;0;;L;2;2;1;14.04.2025 21:46
39;LET-LITDO;0;;N;2;5;0;14.04.2025 21:46
39;LET-LITDO;0;;P;2;2;0;14.04.2025 21:46
39;LET-LITDO;0;;R;2;1;0;14.04.2025 21:46
39;LET-LITDO;0;;S;2;2;1;14.04.2025 21:46
39;LET-LITDO;0;;T;2;2;0;14.04.2025 21:46
39;LET-LITDO;0;;U;2;1;0;14.04.2025 21:46
39;LET-LITDO;0;;V;2;1;0;14.04.2025 21:46
39;LET-LITDO;0;;X;2;1;0;14.04.2025 21:46
39;LET-LITDO;0;;Y;2;1;0;14.04.2025 21:46
39;LET-LITDO;0;;Z;2;2;1;14.04.2025 21:46
54;PRO-NAUDE;0;;G;1;45;11;14.04.2025 21:46
39;LET-LITDO;0;;G;2;2;3;14.04.2025 21:46
39;LET-LITDO;0;;O;2;1;2;14.04.2025 21:46
39;LET-LITDO;0;;W;2;1;0;14.04.2025 21:46
47;ZME-NAUDO;0;;N;0;180;156;14.04.2025 21:46
47;ZME-NAUDO;0;;O;0;30;59;14.04.2025 21:46
47;ZME-NAUDO;0;;P;0;200;216;14.04.2025 21:46
47;ZME-NAUDO;0;;R;0;90;105;14.04.2025 21:46
47;ZME-NAUDO;0;;S;0;110;208;14.04.2025 21:46
47;ZME-NAUDO;0;;T;0;80;70;14.04.2025 21:46
47;ZME-NAUDO;0;;U;0;5;1;14.04.2025 21:46
47;ZME-NAUDO;0;;V;0;60;66;14.04.2025 21:46
47;ZME-NAUDO;0;;W;0;80;70;14.04.2025 21:46
47;ZME-NAUDO;0;;X;0;70;150;14.04.2025 21:46
47;ZME-NAUDO;0;;Y;0;80;144;14.04.2025 21:46
47;ZME-NAUDO;0;;Z;0;90;106;14.04.2025 21:46
51;DIT-DOMDE;2000088;leporela;;1;240;211;14.04.2025 21:46
51;DIT-KOMDE;28081993;komiksy;;1;60;73;14.04.2025 21:46
51;DIT-NAUDO;0;;C;2;305;225;14.04.2025 21:46
51;DIT-NAUDO;0;;D;2;500;511;14.04.2025 21:46
51;DIT-NAUDO;0;;E;2;250;297;14.04.2025 21:46
51;DIT-NAUDO;0;;G;2;315;380;14.04.2025 21:46
51;DIT-NAUDO;0;;L;2;290;376;14.04.2025 21:46
51;DIT-NAUDO;0;;N;2;100;105;14.04.2025 21:46
51;DIT-NAUDO;0;;O;2;80;66;14.04.2025 21:46
51;DIT-NAUDO;0;;P;2;215;238;14.04.2025 21:46
51;DIT-NAUDO;0;;R;2;90;101;14.04.2025 21:46
51;DIT-NAUDO;0;;S;2;150;209;14.04.2025 21:46
51;DIT-NAUDO;0;;T;2;70;55;14.04.2025 21:46
25;VIK-LITDE;2017756;PISTOLE (piktogram);;1;20;58;14.04.2025 21:45
51;DIT-NAUDO;0;;V;2;35;44;14.04.2025 21:46
51;DIT-NAUDO;0;;W;2;90;89;14.04.2025 21:46
51;DIT-NAUDO;0;;X;2;115;181;14.04.2025 21:46
51;DIT-NAUDO;0;;Y;2;85;101;14.04.2025 21:46
51;DIT-NAUDO;0;;Z;2;185;101;14.04.2025 21:46
87;RAJ-PRSK;0;;A1-A4;0;200;0;14.04.2025 21:47
87;RAJ-PRSK;0;ost.naucna;C-Z;0;70;154;14.04.2025 21:47
13;HLO-LITDE;0;;S;1;15;7;14.04.2025 21:45
13;HLO-LITDE;0;;S;2;1;1;14.04.2025 21:45
13;HLO-LITDE;0;;U;0;15;5;14.04.2025 21:45
13;HLO-LITDE;0;;V;1;15;8;14.04.2025 21:45
13;HLO-LITDE;0;;V;2;3;4;14.04.2025 21:45
13;HLO-LITDE;0;;Y;1;20;12;14.04.2025 21:45
13;HLO-LITDE;0;;Y;2;5;8;14.04.2025 21:45
13;HLO-LITDE;0;;Z;1;15;11;14.04.2025 21:45
13;HLO-LITDE;0;;Z;2;2;0;14.04.2025 21:45
13;HLO-LITDE;2000088;leporela;;1;60;60;14.04.2025 21:45
13;HLO-KOMDE;28081993;komiksy;;2;5;0;14.04.2025 21:45
13;HLO-KOMDE;28081993;komiksy;;1;85;61;14.04.2025 21:45
24;JEZ-KOMDE;28081993;komiksy;;1;130;109;14.04.2025 21:45
24;JEZ-KOMDO;28081993;komiksy;;2;180;252;14.04.2025 21:45
24;JEZ-LEPOR;2000088;leporela;;0;250;159;14.04.2025 21:45
24;JEZ-TEENS;2017761;DÍVKA (piktogram);A4;1;40;71;14.04.2025 21:45
24;JEZ-TEENS;2017759;E.T. (piktogram);A4;1;25;18;14.04.2025 21:45
24;JEZ-TEENS;2017760;MÁG (piktogram);A4;1;55;55;14.04.2025 21:45
24;JEZ-TEENS;2017756;PISTOLE (piktogram);A4;1;15;25;14.04.2025 21:45
24;JEZ-TEENS;0;;A4;1;260;331;14.04.2025 21:45
24;JEZ-TEENS;0;;A1;0;95;103;14.04.2025 21:45
24;JEZ-TEENS;2017761;DÍVKA (piktogram);A1;0;90;69;14.04.2025 21:45
24;JEZ-TEENS;2017760;MÁG (piktogram);A1;0;240;239;14.04.2025 21:45
24;JEZ-TEENS;2017759;E.T. (piktogram);A1;0;160;146;14.04.2025 21:45
24;JEZ-LITDE;0;;A2;1;250;170;14.04.2025 21:45
24;JEZ-LITDE;0;;A3;1;600;617;14.04.2025 21:45
24;JEZ-LITDE;2017753;PRINCEZNA (piktogram);A2-A4;1;60;65;14.04.2025 21:45
24;JEZ-LITDE;2017753;PRINCEZNA (piktogram);A1;2;5;0;14.04.2025 21:45
24;JEZ-LITDE;0;poezie deti;;1;135;120;14.04.2025 21:45
24;JEZ-LITDE;0;;B2;2;5;7;14.04.2025 21:45
24;JEZ-LITDE;0;ost.cizi;;2;5;28;14.04.2025 21:45
24;JEZ-LITDE;0;;C;1;60;77;14.04.2025 21:45
24;JEZ-LITDE;0;;C;2;10;25;14.04.2025 21:45
24;JEZ-LITDE;0;;D;1;110;114;14.04.2025 21:45
24;JEZ-LITDE;0;;D;2;5;18;14.04.2025 21:45
24;JEZ-LITDE;0;;E;1;35;26;14.04.2025 21:45
24;JEZ-LITDE;0;;E;2;5;10;14.04.2025 21:45
24;JEZ-LITDE;0;;K;1;160;233;14.04.2025 21:45
24;JEZ-LITDE;0;;K;2;20;34;14.04.2025 21:45
24;JEZ-LITDE;0;;L;1;40;94;14.04.2025 21:45
24;JEZ-LITDE;0;;N;1;80;69;14.04.2025 21:45
24;JEZ-LITDE;0;;N;2;10;37;14.04.2025 21:45
24;JEZ-LITDE;0;;P;1;20;29;14.04.2025 21:45
24;JEZ-LITDE;0;;R;1;25;50;14.04.2025 21:45
24;JEZ-LITDE;0;;R;2;10;11;14.04.2025 21:45
24;JEZ-LITDE;0;;S;1;20;41;14.04.2025 21:45
24;JEZ-LITDE;0;;S;2;5;11;14.04.2025 21:45
24;JEZ-LITDE;0;;T;1;20;32;14.04.2025 21:45
24;JEZ-LITDE;0;;T;2;5;2;14.04.2025 21:45
24;JEZ-LITDE;0;;U;1;20;6;14.04.2025 21:45
24;JEZ-LITDE;0;;U;2;5;3;14.04.2025 21:45
24;JEZ-LITDE;0;;V;1;20;21;14.04.2025 21:45
24;JEZ-LITDE;0;;X;1;20;16;14.04.2025 21:45
24;JEZ-LITDE;0;;Z;1;40;40;14.04.2025 21:45
24;JEZ-LITDE;0;;Z;2;5;10;14.04.2025 21:45
24;JEZ-ZIVOT;2017754;KMET (piktogram);;2;120;156;14.04.2025 21:45
24;JEZ-BELDO;0;;A1;0;945;1613;14.04.2025 21:45
24;JEZ-BELDO;2017756;PISTOLE (piktogram);A1;0;370;450;14.04.2025 21:45
24;JEZ-BELDO;2017758;LEBKA (piktogram);A1;0;200;315;14.04.2025 21:45
24;JEZ-BELDO;2017762;MILENCI (piktogram);A1;0;300;400;14.04.2025 21:45
24;JEZ-BELDO;0;;B2;0;170;267;14.04.2025 21:45
24;JEZ-BELDO;0;;B1;0;25;24;14.04.2025 21:45
18;KOR-CIZODO;0;CIZ-NAUCNA;J;0;60;0;14.04.2025 21:45
18;KOR-DETI;0;;J5;0;20;0;14.04.2025 21:45
42;PET-BELDO2;0;;B1;0;6;18;14.04.2025 21:46
24;JEZ-BELDO;0;;J4;0;65;115;14.04.2025 21:45
24;JEZ-BELDO;0;ost.cizi;J;0;10;69;14.04.2025 21:45
24;JEZ-NAUDO;0;;C;0;190;255;14.04.2025 21:45
24;JEZ-NAUDO;0;;D;0;350;514;14.04.2025 21:45
24;JEZ-NAUDO;0;;E;0;170;226;14.04.2025 21:45
24;JEZ-NAUDO;0;;G;0;130;244;14.04.2025 21:45
24;JEZ-NAUDO;0;;K;0;155;203;14.04.2025 21:45
24;JEZ-NAUDO;0;;L;0;145;250;14.04.2025 21:45
